VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,E.V_Type,Electric Range,Base MSRP,Vehicle Location
1C4RJYE67R,King,Seattle,WA,98109.0,2024,JEEP,GRAND CHEROKEE,PHEV,25.0,0.0,POINT (-122.3441532 47.6305366)
W1N0G5DB0L,King,Mercer Island,WA,98040.0,2020,MERCEDES-BENZ,GLC-CLASS,PHEV,22.0,0.0,POINT (-122.2283088 47.5737238)
WP0AC2Y11L,King,Clyde Hill,WA,98004.0,2020,PORSCHE,TAYCAN,BEV,192.0,0.0,POINT (-122.202397 47.619252)
YV4BR0DL7L,King,Sammamish,WA,98074.0,2020,VOLVO,XC60,PHEV,18.0,0.0,POINT (-122.0430602 47.6259676)
KMHM24AC7P,King,Seattle,WA,98109.0,2023,HYUNDAI,IONIQ 6,BEV,0.0,0.0,POINT (-122.3441532 47.6305366)
WA1F2AFY2P,King,Seattle,WA,98126.0,2023,AUDI,Q5 E,PHEV,23.0,0.0,POINT (-122.3752214 47.5465949)
LYVBR0DL6J,King,Sammamish,WA,98029.0,2018,VOLVO,XC60,PHEV,17.0,52900.0,POINT (-122.0209893 47.5632565)
YV4H60DV6P,King,Seattle,WA,98102.0,2023,VOLVO,XC60,PHEV,35.0,0.0,POINT (-122.3212726 47.6296532)
KMUKCDTC5P,King,Shoreline,WA,98155.0,2023,GENESIS,GV60,BEV,0.0,0.0,POINT (-122.301507 47.761784)
5YJSA1DP4C,Cowlitz,Longview,WA,98632.0,2012,TESLA,MODEL S,BEV,265.0,59900.0,POINT (-122.973463 46.15445)
1FT6W1BM8R,Thurston,Olympia,WA,98501.0,2024,FORD,F-150,BEV,0.0,0.0,POINT (-122.8733203 47.0133209)
WP0CH2A76J,King,Mercer Island,WA,98040.0,2018,PORSCHE,PANAMERA,PHEV,14.0,184400.0,POINT (-122.2283088 47.5737238)
KMHM24AA1P,King,Seattle,WA,98105.0,2023,HYUNDAI,IONIQ 6,BEV,0.0,0.0,POINT (-122.304212 47.664294)
WP0AC2Y16R,King,Bellevue,WA,98006.0,2024,PORSCHE,TAYCAN,BEV,0.0,0.0,POINT (-122.144149 47.560742)
KL8CK6S02F,King,Bellevue,WA,98008.0,2015,CHEVROLET,SPARK,BEV,82.0,0.0,POINT (-122.1197677 47.6103472)
WMWXP3C01L,King,Seattle,WA,98115.0,2020,MINI,HARDTOP,BEV,0.0,0.0,POINT (-122.3008235 47.6862671)
WBA7J2C55K,King,Seattle,WA,98117.0,2019,BMW,740E,PHEV,14.0,91250.0,POINT (-122.377938 47.690166)
1GYKPWRL9R,King,Mercer Island,WA,98040.0,2024,CADILLAC,LYRIQ,BEV,0.0,0.0,POINT (-122.2283088 47.5737238)
YV4H600A7P,King,Bellevue,WA,98006.0,2023,VOLVO,XC90,PHEV,32.0,0.0,POINT (-122.144149 47.560742)
JN1BF0AA0P,King,Seattle,WA,98115.0,2023,NISSAN,ARIYA,BEV,0.0,0.0,POINT (-122.3008235 47.6862671)
5YJRE1A34B,King,Mercer Island,WA,98040.0,2011,TESLA,ROADSTER,BEV,245.0,109000.0,POINT (-122.2283088 47.5737238)
SADHB2S12K,Thurston,Olympia,WA,98512.0,2019,JAGUAR,I-PACE,BEV,234.0,0.0,POINT (-122.957046 46.991391)
YV4BR0DM2M,King,Seattle,WA,98117.0,2021,VOLVO,XC60,PHEV,18.0,0.0,POINT (-122.377938 47.690166)
WP1BE2AY6N,King,Mercer Island,WA,98040.0,2022,PORSCHE,CAYENNE,PHEV,16.0,0.0,POINT (-122.2283088 47.5737238)
KMHC75LDXK,King,Seattle,WA,98118.0,2019,HYUNDAI,IONIQ,PHEV,29.0,0.0,POINT (-122.2753318 47.5411053)
5YJXCBE48K,King,Mercer Island,WA,98040.0,2019,TESLA,MODEL X,BEV,289.0,0.0,POINT (-122.2283088 47.5737238)
YV4BR0CM0M,King,Issaquah,WA,98029.0,2021,VOLVO,XC90,PHEV,18.0,0.0,POINT (-122.0209893 47.5632565)
KL8CK6S07E,Kittitas,Cle Elum,WA,98922.0,2014,CHEVROLET,SPARK,BEV,82.0,0.0,POINT (-120.9347811 47.1944758)
YV4H60RC4S,King,Seattle,WA,98115.0,2025,VOLVO,XC60,PHEV,35.0,0.0,POINT (-122.3008235 47.6862671)
7G2CEHEE0R,King,Kenmore,WA,98028.0,2024,TESLA,CYBERTRUCK,BEV,0.0,0.0,POINT (-122.2478069 47.75817)
VCF1EBU26P,Snohomish,Bothell,WA,98021.0,2023,FISKER,OCEAN,BEV,0.0,0.0,POINT (-122.2107298 47.7977268)
YV4ER3XM2R,King,Shoreline,WA,98155.0,2024,VOLVO,XC40,BEV,0.0,0.0,POINT (-122.301507 47.761784)
3FMTK1SU5R,Pierce,Tacoma,WA,98445.0,2024,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.411254 47.140637)
3FMTK3SS8N,Thurston,Olympia,WA,98501.0,2022,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.8733203 47.0133209)
1FTVW1BK2R,Snohomish,Everett,WA,98204.0,2024,FORD,F-150,BEV,0.0,0.0,POINT (-122.2507211 47.8976713)
WBA13AG05N,King,Mercer Island,WA,98040.0,2022,BMW,530E,PHEV,21.0,0.0,POINT (-122.2283088 47.5737238)
WBY8P4C0XM,King,Seattle,WA,98122.0,2021,BMW,I3,PHEV,126.0,0.0,POINT (-122.3128637 47.6104992)
2C4RC1L77H,Thurston,Olympia,WA,98501.0,2017,CHRYSLER,PACIFICA,PHEV,33.0,0.0,POINT (-122.8733203 47.0133209)
WA1LABGE8M,King,Newcastle,WA,98059.0,2021,AUDI,E-TRON,BEV,0.0,0.0,POINT (-122.134502 47.492627)
WA1F2BFY0M,King,Carnation,WA,98014.0,2021,AUDI,Q5 E,PHEV,19.0,0.0,POINT (-121.921987 47.65881)
4JGGM5DB5R,King,Kirkland,WA,98034.0,2024,MERCEDES-BENZ,EQE-CLASS SUV,BEV,0.0,0.0,POINT (-122.2026532 47.7210518)
3C3CFFGE3J,Chelan,Wenatchee,WA,98801.0,2018,FIAT,500,BEV,84.0,0.0,POINT (-120.3283376 47.4280056)
LPSEG3KA1N,King,Seattle,WA,98103.0,2022,POLESTAR,PS2,BEV,0.0,0.0,POINT (-122.3499053 47.673887)
YV4BR00L6M,King,Seattle,WA,98119.0,2021,VOLVO,XC90,PHEV,18.0,0.0,POINT (-122.36731 47.6377681)
WB533CF01R,King,Medina,WA,98039.0,2024,BMW,IX,BEV,0.0,0.0,POINT (-122.2363532 47.621118)
LVYH60AFXR,Kitsap,Bremerton,WA,98311.0,2024,VOLVO,S90,PHEV,38.0,0.0,POINT (-122.636245 47.62806)
KNDCC3LD2N,Grays Harbor,Aberdeen,WA,98520.0,2022,KIA,NIRO,PHEV,26.0,0.0,POINT (-123.807422 46.978243)
JTMFB3FV2N,Clark,Camas,WA,98607.0,2022,TOYOTA,RAV4 PRIME,PHEV,42.0,0.0,POINT (-122.4220033 45.6092439)
5YJSA1E42F,King,Seattle,WA,98115.0,2015,TESLA,MODEL S,BEV,208.0,0.0,POINT (-122.3008235 47.6862671)
1N4BZ1BP1L,Snohomish,Lake Stevens,WA,98258.0,2020,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.0816912 48.0122934)
YV4BC0PL9G,King,Redmond,WA,98052.0,2016,VOLVO,XC90,PHEV,13.0,0.0,POINT (-122.1207376 47.6705374)
WBY7Z8C56J,King,Seattle,WA,98112.0,2018,BMW,I3,PHEV,97.0,0.0,POINT (-122.300312 47.629782)
1C4JJXR63N,King,Federal Way,WA,98003.0,2022,JEEP,WRANGLER,PHEV,22.0,0.0,POINT (-122.318442 47.315173)
WDC0G5EB1J,King,Seattle,WA,98146.0,2018,MERCEDES-BENZ,GLC-CLASS,PHEV,9.0,0.0,POINT (-122.3551826 47.5000521)
WBY8P2C09L,Jefferson,Port Ludlow,WA,98365.0,2020,BMW,I3,BEV,153.0,0.0,POINT (-122.6906277 47.909901)
JTDKN3DP4F,King,Kirkland,WA,98034.0,2015,TOYOTA,PRIUS PLUG-IN,PHEV,6.0,0.0,POINT (-122.2026532 47.7210518)
YV4BC0PM7G,King,Bellevue,WA,98006.0,2016,VOLVO,XC90,PHEV,13.0,0.0,POINT (-122.144149 47.560742)
1GYKPWRLXR,Clark,Washougal,WA,98671.0,2024,CADILLAC,LYRIQ,BEV,0.0,0.0,POINT (-122.317523 45.595997)
KM8S7DA25N,Clark,Vancouver,WA,98685.0,2022,HYUNDAI,SANTA FE,PHEV,31.0,0.0,POINT (-122.688741 45.711311)
WVWPR7AU0H,Clark,Vancouver,WA,98683.0,2017,VOLKSWAGEN,E-GOLF,BEV,125.0,0.0,POINT (-122.515805 45.604689)
WP0AC2Y14P,King,Mercer Island,WA,98040.0,2023,PORSCHE,TAYCAN,BEV,0.0,0.0,POINT (-122.2283088 47.5737238)
YV4BR0CM4M,King,Seattle,WA,98119.0,2021,VOLVO,XC90,PHEV,18.0,0.0,POINT (-122.36731 47.6377681)
3FMTK4SE0N,King,Seattle,WA,98121.0,2022,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.345422 47.6162381)
3FMTK3R73N,Kitsap,Bainbridge Island,WA,98110.0,2022,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.5305071 47.6400595)
WBY2Z6C57K,Kitsap,Silverdale,WA,98383.0,2019,BMW,I8,PHEV,17.0,0.0,POINT (-122.7035285 47.660204)
KM8S7DA28N,King,Seattle,WA,98117.0,2022,HYUNDAI,SANTA FE,PHEV,31.0,0.0,POINT (-122.377938 47.690166)
WA14CBGE4R,King,Issaquah,WA,98027.0,2024,AUDI,SQ8,BEV,0.0,0.0,POINT (-122.0402383 47.5276876)
5YJSA1E40F,King,Redmond,WA,98053.0,2015,TESLA,MODEL S,BEV,208.0,0.0,POINT (-122.030684 47.669552)
WP0AD2Y16N,King,Seattle,WA,98107.0,2022,PORSCHE,TAYCAN,BEV,0.0,0.0,POINT (-122.3788863 47.6702397)
KM8K33AG0N,King,Kirkland,WA,98034.0,2022,HYUNDAI,KONA ELECTRIC,BEV,0.0,0.0,POINT (-122.2026532 47.7210518)
LVYBC0AL4J,King,Bellevue,WA,98004.0,2018,VOLVO,S90,PHEV,21.0,0.0,POINT (-122.202397 47.619252)
3GN7DLRP0R,Snohomish,Marysville,WA,98270.0,2024,CHEVROLET,EQUINOX EV,BEV,0.0,0.0,POINT (-122.1515174 48.0650751)
JTJABABB9R,Kitsap,Poulsbo,WA,98370.0,2024,LEXUS,RZ,BEV,0.0,0.0,POINT (-122.6368884 47.7469547)
1G1RH6E40E,King,Renton,WA,98058.0,2014,CHEVROLET,VOLT,PHEV,38.0,0.0,POINT (-122.1476337 47.4438471)
WMZ23BS00M,King,Seattle,WA,98107.0,2021,MINI,COUNTRYMAN,PHEV,17.0,0.0,POINT (-122.3788863 47.6702397)
YV4BR0CL2N,Clark,Vancouver,WA,98665.0,2022,VOLVO,XC90,PHEV,18.0,0.0,POINT (-122.6615789 45.6809862)
KL8CK6S01E,Clark,Washougal,WA,98671.0,2014,CHEVROLET,SPARK,BEV,82.0,0.0,POINT (-122.317523 45.595997)
WP0AE2A74J,King,Seattle,WA,98136.0,2018,PORSCHE,PANAMERA,PHEV,16.0,0.0,POINT (-122.3894209 47.5407358)
WMZ23BS09N,Snohomish,Bothell,WA,98012.0,2022,MINI,COUNTRYMAN,PHEV,17.0,0.0,POINT (-122.206146 47.839957)
KM8K53AG5N,King,Seattle,WA,98107.0,2022,HYUNDAI,KONA ELECTRIC,BEV,0.0,0.0,POINT (-122.3788863 47.6702397)
1GYKPRRL2R,King,Kirkland,WA,98033.0,2024,CADILLAC,LYRIQ,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
3FMTK2R79M,Clark,Vancouver,WA,98665.0,2021,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.6615789 45.6809862)
2C4RC1N71K,Kitsap,Poulsbo,WA,98370.0,2019,CHRYSLER,PACIFICA,PHEV,32.0,39995.0,POINT (-122.6368884 47.7469547)
KMHE14L25K,Clark,Vancouver,WA,98686.0,2019,HYUNDAI,SONATA,PHEV,28.0,0.0,POINT (-122.626623 45.711724)
5NMMCET15P,King,Mercer Island,WA,98040.0,2023,GENESIS,GV70,BEV,0.0,0.0,POINT (-122.2283088 47.5737238)
WA1AAAGE3P,Orange,Buena Park,CA,90621.0,2023,AUDI,E-TRON,BEV,0.0,0.0,POINT (-117.9948187 33.8710222)
WP1AE2AY3N,King,Mercer Island,WA,98040.0,2022,PORSCHE,CAYENNE,PHEV,16.0,0.0,POINT (-122.2283088 47.5737238)
WP0AK2A71N,King,Mercer Island,WA,98040.0,2022,PORSCHE,PANAMERA,PHEV,19.0,0.0,POINT (-122.2283088 47.5737238)
WP0BB2Y17N,King,Kenmore,WA,98028.0,2022,PORSCHE,TAYCAN,BEV,0.0,0.0,POINT (-122.2478069 47.75817)
5YJSA1DG4D,King,Kent,WA,98032.0,2013,TESLA,MODEL S,BEV,208.0,69900.0,POINT (-122.2612577 47.3821912)
5YJ3E1E19J,King,Kirkland,WA,98034.0,2018,TESLA,MODEL 3,BEV,215.0,0.0,POINT (-122.2026532 47.7210518)
W1K6G8CB7R,Clark,Vancouver,WA,98664.0,2024,MERCEDES-BENZ,S-CLASS,PHEV,52.0,0.0,POINT (-122.575383 45.620105)
KNDJP3AE8J,King,Des Moines,WA,98198.0,2018,KIA,SOUL EV,BEV,111.0,33950.0,POINT (-122.3145447 47.3984346)
YV4H60DM2N,King,Seattle,WA,98115.0,2022,VOLVO,XC60,PHEV,35.0,0.0,POINT (-122.3008235 47.6862671)
JA4J2VA74N,King,Seattle,WA,98104.0,2022,MITSUBISHI,OUTLANDER,PHEV,24.0,0.0,POINT (-122.3276518 47.6018349)
WBY8P6C0XM,King,Seattle,WA,98112.0,2021,BMW,I3,BEV,0.0,0.0,POINT (-122.300312 47.629782)
5YJSA1V23F,Thurston,Olympia,WA,98506.0,2015,TESLA,MODEL S,BEV,208.0,0.0,POINT (-122.86491 47.07503)
1FMCU0E19R,King,Seattle,WA,98122.0,2024,FORD,ESCAPE,PHEV,37.0,0.0,POINT (-122.3128637 47.6104992)
YH4K10BA4C,King,Black Diamond,WA,98010.0,2012,FISKER,KARMA,PHEV,33.0,102000.0,POINT (-122.014858 47.312069)
1FTVW1EL9N,King,Seattle,WA,98104.0,2022,FORD,F-150,BEV,0.0,0.0,POINT (-122.3276518 47.6018349)
VCF1EBU24P,King,Issaquah,WA,98027.0,2023,FISKER,OCEAN,BEV,0.0,0.0,POINT (-122.0402383 47.5276876)
5YJSA1E42H,Spokane,Spokane,WA,99206.0,2017,TESLA,MODEL S,BEV,210.0,0.0,POINT (-117.256079 47.649248)
1G1RB6S5XK,Snohomish,Snohomish,WA,98296.0,2019,CHEVROLET,VOLT,PHEV,53.0,0.0,POINT (-122.121841 47.841036)
1FMCU0LZ5N,Clark,Vancouver,WA,98662.0,2022,FORD,ESCAPE,PHEV,38.0,0.0,POINT (-122.579351 45.671668)
3FA6P0PU3D,King,Kenmore,WA,98028.0,2013,FORD,FUSION,PHEV,19.0,0.0,POINT (-122.2478069 47.75817)
WP1AH2AY0P,King,Kirkland,WA,98033.0,2023,PORSCHE,CAYENNE,PHEV,14.0,0.0,POINT (-122.1925969 47.676241)
JHMZC5F31K,King,Seattle,WA,98103.0,2019,HONDA,CLARITY,PHEV,47.0,0.0,POINT (-122.3499053 47.673887)
7JRH60FMXR,King,Seattle,WA,98118.0,2024,VOLVO,S60,PHEV,41.0,0.0,POINT (-122.2753318 47.5411053)
WA1F2AFY3N,King,Kenmore,WA,98028.0,2022,AUDI,Q5,PHEV,23.0,0.0,POINT (-122.2478069 47.75817)
1FADP3R47E,King,Seattle,WA,98115.0,2014,FORD,FOCUS,BEV,76.0,0.0,POINT (-122.3008235 47.6862671)
YV4BR0CM0N,King,Seattle,WA,98116.0,2022,VOLVO,XC90,PHEV,18.0,0.0,POINT (-122.395519 47.572137)
3MW5P9J07N,King,Seattle,WA,98103.0,2022,BMW,330E,PHEV,22.0,0.0,POINT (-122.3499053 47.673887)
KMHCX5LD0L,Kitsap,Port Orchard,WA,98366.0,2020,HYUNDAI,IONIQ,PHEV,29.0,0.0,POINT (-122.6064912 47.5236145)
5YJXCDE44L,King,Seattle,WA,98118.0,2020,TESLA,MODEL X,BEV,289.0,0.0,POINT (-122.2753318 47.5411053)
1FMCU0LZ9N,King,Seattle,WA,98125.0,2022,FORD,ESCAPE,PHEV,38.0,0.0,POINT (-122.304356 47.715668)
WBY7Z8C50J,King,Seattle,WA,98118.0,2018,BMW,I3,PHEV,97.0,0.0,POINT (-122.2753318 47.5411053)
7JRH60FM7R,King,Seattle,WA,98115.0,2024,VOLVO,S60,PHEV,41.0,0.0,POINT (-122.3008235 47.6862671)
YV4H600NXP,King,Seattle,WA,98117.0,2023,VOLVO,XC90,PHEV,32.0,0.0,POINT (-122.377938 47.690166)
WP0AD2A7XF,Kitsap,Bremerton,WA,98311.0,2015,PORSCHE,PANAMERA,PHEV,15.0,0.0,POINT (-122.636245 47.62806)
YV4ER3GM4R,King,Seattle,WA,98117.0,2024,VOLVO,C40,BEV,0.0,0.0,POINT (-122.377938 47.690166)
YV4EH3HMXR,King,Redmond,WA,98052.0,2024,VOLVO,XC40,BEV,0.0,0.0,POINT (-122.1207376 47.6705374)
WVGRMPE26N,King,Seattle,WA,98117.0,2022,VOLKSWAGEN,ID.4,BEV,0.0,0.0,POINT (-122.377938 47.690166)
ZACPDFDW4R,Thurston,Olympia,WA,98502.0,2024,DODGE,HORNET,PHEV,32.0,0.0,POINT (-122.943445 47.059252)
5NMMCET14P,King,Sammamish,WA,98075.0,2023,GENESIS,GV70,BEV,0.0,0.0,POINT (-122.0181135 47.5880568)
7JRBR0FL4M,Snohomish,Lynnwood,WA,98087.0,2021,VOLVO,S60,PHEV,22.0,0.0,POINT (-122.27336 47.861417)
JTJHKCFZ8S,Clark,Vancouver,WA,98682.0,2025,LEXUS,NX,PHEV,37.0,0.0,POINT (-122.5286031 45.6686601)
KL8CK6S07G,Snohomish,Everett,WA,98204.0,2016,CHEVROLET,SPARK,BEV,82.0,0.0,POINT (-122.2507211 47.8976713)
SADHC2S16L,King,Kenmore,WA,98028.0,2020,JAGUAR,I-PACE,BEV,234.0,0.0,POINT (-122.2478069 47.75817)
3FMTK2R76N,King,Redmond,WA,98052.0,2022,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.1207376 47.6705374)
1FADP3R41G,Thurston,Olympia,WA,98501.0,2016,FORD,FOCUS,BEV,76.0,0.0,POINT (-122.8733203 47.0133209)
2T3YL4DV1D,Whatcom,Bellingham,WA,98225.0,2013,TOYOTA,RAV4,BEV,103.0,0.0,POINT (-122.48838 48.740767)
1N4AZ1BV1S,Kitsap,Bremerton,WA,98312.0,2025,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.6961203 47.5759584)
3FA6P0PU9D,Thurston,Olympia,WA,98501.0,2013,FORD,FUSION,PHEV,19.0,0.0,POINT (-122.8733203 47.0133209)
JM3KKBHA5R,King,Renton,WA,98055.0,2024,MAZDA,CX-90,PHEV,26.0,0.0,POINT (-122.2003346 47.4487206)
1G1RD6E42B,King,Seattle,WA,98103.0,2011,CHEVROLET,VOLT,PHEV,35.0,0.0,POINT (-122.3499053 47.673887)
KM8KNDAF9N,King,Des Moines,WA,98148.0,2022,HYUNDAI,IONIQ 5,BEV,0.0,0.0,POINT (-122.3300442 47.4483434)
KMHE54L26G,Clark,Ridgefield,WA,98642.0,2016,HYUNDAI,SONATA,PHEV,27.0,0.0,POINT (-122.6958231 45.804249)
KNDJX3AE2J,King,Seattle,WA,98177.0,2018,KIA,SOUL EV,BEV,111.0,33950.0,POINT (-122.3691687 47.7403542)
WP0CK2A71P,King,Seattle,WA,98105.0,2023,PORSCHE,PANAMERA,PHEV,18.0,0.0,POINT (-122.304212 47.664294)
WP1BE2AY1L,King,Seattle,WA,98125.0,2020,PORSCHE,CAYENNE,PHEV,14.0,0.0,POINT (-122.304356 47.715668)
1FMCU0EZXN,Clark,Vancouver,WA,98684.0,2022,FORD,ESCAPE,PHEV,38.0,0.0,POINT (-122.5241377 45.6278995)
WAUFJBFW5N,King,Woodinville,WA,98072.0,2022,AUDI,E-TRON GT,BEV,0.0,0.0,POINT (-122.1368031 47.7621254)
1G1RA6S55K,King,Clyde Hill,WA,98004.0,2019,CHEVROLET,VOLT,PHEV,53.0,0.0,POINT (-122.202397 47.619252)
WAUDJBFW5R,King,Mercer Island,WA,98040.0,2024,AUDI,E-TRON GT,BEV,0.0,0.0,POINT (-122.2283088 47.5737238)
KM8KR4DE8R,King,Mercer Island,WA,98040.0,2024,HYUNDAI,IONIQ 5,BEV,0.0,0.0,POINT (-122.2283088 47.5737238)
JM1DRADB1N,King,Auburn,WA,98092.0,2022,MAZDA,MX-30,BEV,0.0,0.0,POINT (-122.1550193 47.2884536)
KMHM34AC1R,Clark,Vancouver,WA,98662.0,2024,HYUNDAI,IONIQ 6,BEV,0.0,0.0,POINT (-122.579351 45.671668)
JTMCB3FV9P,King,Seattle,WA,98106.0,2023,TOYOTA,RAV4 PRIME,PHEV,42.0,0.0,POINT (-122.3570816 47.5337116)
3FA6P0WU5L,King,Seattle,WA,98104.0,2020,FORD,FUSION,PHEV,26.0,0.0,POINT (-122.3276518 47.6018349)
5YJXCBE45K,King,Newcastle,WA,98059.0,2019,TESLA,MODEL X,BEV,289.0,0.0,POINT (-122.134502 47.492627)
KM8K33AG8N,Clark,Vancouver,WA,98684.0,2022,HYUNDAI,KONA ELECTRIC,BEV,0.0,0.0,POINT (-122.5241377 45.6278995)
1G1RA6S5XK,Clark,Vancouver,WA,98661.0,2019,CHEVROLET,VOLT,PHEV,53.0,0.0,POINT (-122.6238365 45.6456491)
WBA13AG03M,Pierce,Gig Harbor,WA,98335.0,2021,BMW,530E,PHEV,21.0,0.0,POINT (-122.6046494 47.3087246)
1FT6W5L76R,Pierce,South Hill,WA,98374.0,2024,FORD,F-150,BEV,0.0,0.0,POINT (-122.2697305 47.1355186)
KNDC34LA2N,Snohomish,Stanwood,WA,98292.0,2022,KIA,EV6,BEV,0.0,0.0,POINT (-122.326873 48.2144825)
3FA6P0SUXJ,Pierce,South Hill,WA,98374.0,2018,FORD,FUSION,PHEV,21.0,0.0,POINT (-122.2697305 47.1355186)
1G1FW6S00M,Skagit,Mount Vernon,WA,98273.0,2021,CHEVROLET,BOLT EV,BEV,0.0,0.0,POINT (-122.3313378 48.4221418)
5YJSA1S23F,King,Mercer Island,WA,98040.0,2015,TESLA,MODEL S,BEV,208.0,0.0,POINT (-122.2283088 47.5737238)
KL8CK6S0XF,King,Seattle,WA,98115.0,2015,CHEVROLET,SPARK,BEV,82.0,0.0,POINT (-122.3008235 47.6862671)
5YJYGAED7M,King,Seattle,WA,98106.0,2021,TESLA,MODEL Y,BEV,0.0,0.0,POINT (-122.3570816 47.5337116)
2C4RC1H72K,King,Seattle,WA,98104.0,2019,CHRYSLER,PACIFICA,PHEV,32.0,39995.0,POINT (-122.3276518 47.6018349)
LVYBR0AL9K,Snohomish,Marysville,WA,98270.0,2019,VOLVO,S90,PHEV,21.0,0.0,POINT (-122.1515174 48.0650751)
WBA43EH00R,King,Mercer Island,WA,98040.0,2024,BMW,750E,PHEV,36.0,0.0,POINT (-122.2283088 47.5737238)
3FA6P0WU9L,King,Seattle,WA,98104.0,2020,FORD,FUSION,PHEV,26.0,0.0,POINT (-122.3276518 47.6018349)
YSMEG3KA8P,Kitsap,Poulsbo,WA,98370.0,2023,POLESTAR,PS2,BEV,0.0,0.0,POINT (-122.6368884 47.7469547)
KM8K23AG9K,King,Mercer Island,WA,98040.0,2019,HYUNDAI,KONA,BEV,258.0,0.0,POINT (-122.2283088 47.5737238)
W1N9M1DBXN,King,Sammamish,WA,98074.0,2022,MERCEDES-BENZ,EQB-CLASS,BEV,0.0,0.0,POINT (-122.0430602 47.6259676)
2C4RC1H70K,Snohomish,Edmonds,WA,98020.0,2019,CHRYSLER,PACIFICA,PHEV,32.0,39995.0,POINT (-122.3757836 47.800042)
3FMTK4SXXM,Pierce,Puyallup,WA,98372.0,2021,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.2766415 47.207268)
YV4BR0CM9K,King,Medina,WA,98039.0,2019,VOLVO,XC90,PHEV,17.0,0.0,POINT (-122.2363532 47.621118)
SADHD2S10P,King,Seattle,WA,98119.0,2023,JAGUAR,I-PACE,BEV,0.0,0.0,POINT (-122.36731 47.6377681)
WP1AE2AY6L,King,Mercer Island,WA,98040.0,2020,PORSCHE,CAYENNE,PHEV,14.0,81100.0,POINT (-122.2283088 47.5737238)
YV4BR0DK1K,King,Seattle,WA,98103.0,2019,VOLVO,XC60,PHEV,17.0,0.0,POINT (-122.3499053 47.673887)
KMHM24AA0R,King,Snoqualmie,WA,98065.0,2024,HYUNDAI,IONIQ 6,BEV,0.0,0.0,POINT (-121.8472211 47.5204834)
YV4BR00L7N,Douglas,East Wenatchee,WA,98802.0,2022,VOLVO,XC90,PHEV,18.0,0.0,POINT (-120.2609057 47.4167133)
3FMTK4SEXM,King,Renton,WA,98056.0,2021,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.1819876 47.5098889)
1GT10DDBXR,King,Auburn,WA,98092.0,2024,GMC,HUMMER EV PICKUP,BEV,0.0,0.0,POINT (-122.1550193 47.2884536)
LYVBR0DK6K,King,Seattle,WA,98115.0,2019,VOLVO,XC60,PHEV,17.0,52900.0,POINT (-122.3008235 47.6862671)
WA1G2AFY3N,King,Mercer Island,WA,98040.0,2022,AUDI,Q5,PHEV,23.0,0.0,POINT (-122.2283088 47.5737238)
1FT6W1BMXR,Thurston,Olympia,WA,98501.0,2024,FORD,F-150,BEV,0.0,0.0,POINT (-122.8733203 47.0133209)
YV4H600Z3N,King,Seattle,WA,98115.0,2022,VOLVO,XC90,PHEV,35.0,0.0,POINT (-122.3008235 47.6862671)
3GN7DMRP7R,King,Auburn,WA,98092.0,2024,CHEVROLET,EQUINOX EV,BEV,0.0,0.0,POINT (-122.1550193 47.2884536)
WA1J2BFZ5N,Thurston,Olympia,WA,98513.0,2022,AUDI,Q4,BEV,0.0,0.0,POINT (-122.7654699 46.9970624)
KNDC34LB6R,King,Seattle,WA,98119.0,2024,KIA,EV6,BEV,0.0,0.0,POINT (-122.36731 47.6377681)
KM8JFDA20P,King,Kirkland,WA,98033.0,2023,HYUNDAI,TUCSON,PHEV,33.0,0.0,POINT (-122.1925969 47.676241)
4JGGM2CBXP,Snohomish,Lake Stevens,WA,98258.0,2023,MERCEDES-BENZ,EQE-CLASS SUV,BEV,0.0,0.0,POINT (-122.0816912 48.0122934)
5LMYJ8XY6M,King,Redmond,WA,98052.0,2021,LINCOLN,AVIATOR,PHEV,21.0,0.0,POINT (-122.1207376 47.6705374)
1G1RC6E42B,Kitsap,Bremerton,WA,98312.0,2011,CHEVROLET,VOLT,PHEV,35.0,0.0,POINT (-122.6961203 47.5759584)
KMHE54L29H,King,Kirkland,WA,98033.0,2017,HYUNDAI,SONATA,PHEV,27.0,0.0,POINT (-122.1925969 47.676241)
1GYKPPRL5P,King,Kenmore,WA,98028.0,2023,CADILLAC,LYRIQ,BEV,0.0,0.0,POINT (-122.2478069 47.75817)
KM8KMDAF9N,King,Seattle,WA,98117.0,2022,HYUNDAI,IONIQ 5,BEV,0.0,0.0,POINT (-122.377938 47.690166)
1FMCU0EZ6M,King,Seattle,WA,98104.0,2021,FORD,ESCAPE,PHEV,38.0,0.0,POINT (-122.3276518 47.6018349)
